""	"AQC1cm"	"AQC4cm"	"AQC7cm"	"CC1"	"CL3"	"Even1"	"Even2"	"Even3"	"F21Plmr"	"LMEpi24M"	"M11Fcsw"	"M11Plmr"	"M11Tong"	"M31Fcsw"	"M31Plmr"	"M31Tong"	"NP2"	"NP3"	"NP5"	"SLEpi20M"	"SV1"	"TRRsed1"	"TRRsed2"	"TRRsed3"	"TS28"	"TS29"
"287759"	9	5	15	1	0	0	0	1	0	11	0	4	0	0	0	1	0	3	2	3	18	1	0	0	0	0
"512157"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	8	0	0	0
"279132"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
"521453"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	2	70	291	1	0	0	1	1	0	0
"542003"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	0	0	0	0	0	0
"580835"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	129	7	0	0	0	0	0	0	0
"35881"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	4	0	0	0	0	0	0	0
"262464"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0
"342042"	0	0	0	49	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"70461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"583211"	205	787	884	1	0	2	0	0	0	5	1	0	0	0	0	0	7	0	2	8	0	0	0	0	0	1
"544325"	269	1726	1901	0	0	1	0	1	0	4	0	0	0	0	0	1	8	4	1	8	0	1	0	0	0	0
"511119"	2	21	17	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	5	37	0	0
"288119"	0	0	0	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
"552779"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0
"542129"	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"554250"	0	0	0	1	1	0	0	1	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"287763"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"470823"	0	0	0	0	0	0	0	0	0	0	4	2	0	78	0	0	0	0	0	0	0	0	0	0	6	0
"298533"	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"245050"	0	0	0	0	19	2	0	0	0	0	0	0	2	21	0	8	0	0	0	0	0	0	0	0	1	0
"343453"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
"539347"	0	0	0	1	3	52	28	35	2	0	4	4	125	9	223	36	0	0	0	0	1	0	0	0	1	0
"291739"	0	0	0	0	0	7	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"361304"	0	0	0	0	0	1	0	0	0	0	1	0	0	169	0	0	0	0	0	0	0	0	0	0	21	0
"313166"	14	0	0	11	5	2421	1675	318	0	2	182	29	0	2	0	3	0	2	3	0	0	2	0	23	4	1
"114455"	4	12	16	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"1941"	0	1	0	0	0	0	0	0	159	1	0	66	1	0	103	0	0	0	0	0	0	0	0	0	0	0
"131765"	0	0	0	0	0	0	0	1	0	0	1	107	1	0	1633	2	0	0	0	0	1	1	0	0	0	0
"522087"	0	0	0	0	0	26	33	55	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"320847"	0	0	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
"137403"	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
"335530"	1	1	0	0	0	1	0	1	0	0	466	1	0	26	1	2	0	0	0	0	1	0	1	3	282	181
"233805"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"272261"	0	0	0	0	1	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0
"257151"	33	51	45	100	27	2	0	0	0	0	0	0	0	0	0	0	0	0	1	691	56	2	2	0	0	0
"548184"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"78203"	0	0	0	3	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"162326"	22	11	6	0	1	3	0	2	0	0	1	1	3	0	0	38	640	2962	6283	0	0	9	4	1	1	0
"183122"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"556145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"82548"	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0
"113510"	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	79	2	0	1	1	1	0	0	0
"276351"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"537429"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"342865"	31	103	56	8	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	10	0	2	1	0	1
"550164"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"269355"	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"588867"	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	8	16	0	0	0	0	0
"153026"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2538"	31	3	1	0	0	0	0	0	0	11	0	3	0	0	0	0	0	3	0	83	0	0	0	0	0	0
"262076"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	11	0	0	0	0	0	0
"55727"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"306684"	360	429	357	1097	452	5	3	0	0	0	0	50	1	0	0	1	1	0	0	83	156	1	0	1	0	0
"556276"	2	2	2	53	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0
"578831"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"268617"	1	0	0	18	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
"236430"	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"591182"	10	14	5	2	1	4	1	5	0	4	2	0	9	0	0	126	73	275	21030	1	0	30	4	0	1	4
"260458"	0	0	0	1	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	9	0	0	1	0	0
"86556"	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	30	0	1	0	0	0
"259956"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0
"112749"	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"304950"	0	3	0	0	0	6	0	0	0	2	0	0	0	0	0	2	0	0	3	0	0	182	579	400	0	0
"3581"	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"329327"	0	0	0	11	87	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0
"247518"	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"591098"	3	16	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"535000"	953	2560	2478	0	0	4	1	1	0	7	0	1	3	0	0	0	14	2	0	15	1	0	2	1	1	3
"73076"	102	345	297	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1
"538794"	38	240	281	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0
"546975"	0	2	2	72	63	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0
"341275"	327	361	580	184	227	0	3	0	0	0	0	0	0	2	0	1	3	1	1	4	1	0	0	0	0	1
"512598"	6	20	31	69	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"573607"	6	2	7	1818	375	1	4	0	0	0	0	9	0	3	0	0	0	0	0	0	28	0	0	1	0	1
"113626"	0	2	7	1214	210	3	5	12	3	0	0	8	0	1	3	0	0	0	0	0	6650	2	0	0	2	1
"223948"	0	0	0	91	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	1	0	0	0
"254706"	17	14	12	117	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0	1	0	0
"258006"	4	12	6	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	0	0	0	0	0
"111986"	7	2	1	47	7620	45	1	2	0	2	2	0	1	4	0	1	1	1	0	0	3	0	1	2	1	2
"113959"	13	15	15	1879	6577	41	5	1	3	3	2	4	0	3	0	2	0	5	2	1	4	1	1	1	2	2
"280233"	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"553285"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0
"238997"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"212596"	2	8	3	284	1420	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"204462"	0	0	6	279	1027	4	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
"589802"	4	32	34	35	245	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	51	47	0	0
"272782"	14	79	82	2	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	6	0	0
"229514"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"250451"	0	1	0	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"574961"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"139346"	1	1	2	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"588882"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	25	0	0	0
"138816"	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
"28512"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"279590"	12	27	22	1132	597	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
"329074"	1	0	1	19	295	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"581733"	162	349	240	0	1	0	0	0	0	3	0	0	0	0	0	2	2	1	0	4	0	0	3	2	0	0
"1718"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
"582971"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"508980"	9	32	48	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
"63221"	113	383	480	0	0	1	0	1	1	2	0	0	0	0	0	0	5	1	0	7	0	0	0	0	0	1
"577111"	78	508	551	0	0	1	0	0	0	5	0	0	0	0	0	0	4	0	1	5	0	0	0	0	0	0
"136740"	1	15	15	6	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	233	0	0	0	0	0
"144091"	398	1331	1305	150	439	4	0	0	0	12	1	1	1	0	0	1	8	1	0	17	0	0	1	1	0	0
"239291"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"244496"	482	115	85	0	0	10	0	0	0	1	0	0	1	0	0	2	1	2	2	4	0	0	0	1	1	0
"206632"	20	15	20	2704	1202	2	3	1	0	1	1	16	1	0	0	0	0	0	0	1	1	0	0	0	1	0
"222914"	43	135	124	387	2808	8	0	0	0	1	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0
"242989"	2	29	26	19	237	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"238929"	21	171	94	33	163	2	0	2	0	0	0	0	0	0	0	0	1	0	0	2	31	1	1	1	0	0
"155970"	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"137099"	0	0	0	12	91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	1	0	0	0
"533173"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"544430"	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"309328"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"588740"	0	1	1	85	54	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"200064"	1335	860	659	0	1	10	1	2	0	6	0	0	2	0	1	1	2	7	1	3	0	0	0	0	0	7
"582509"	38	32	27	63	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37	26	0	1
"524765"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0
"259028"	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	11	46	0	0
"533036"	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"200049"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	8	0	0
"179213"	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"2783"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"352654"	104	9	12	5	0	0	1	0	0	70	0	0	1	0	0	1	0	0	0	78	4	1	0	1	0	0
"269075"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"542353"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"244840"	0	2	3	22	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
"513639"	2	1	0	21	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0
"278955"	22	1	1	67	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"321885"	0	1	0	161	108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"567145"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"572242"	29	6	10	262	364	2	1	0	0	2	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0
"329570"	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"239490"	3	1	0	54	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"213873"	0	0	2	75	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
"554003"	2	5	5	0	0	2	0	0	0	1	0	0	1	0	0	0	1	1	6	0	0	130	287	372	0	0
"182894"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	29
"88335"	0	0	0	21	9	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	722	1	0	0	0	0
"89763"	0	2	2	204	35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	313	1	3	3	0	0
"248299"	1	0	0	31	113	0	0	0	2	0	0	1	0	0	9	0	0	0	0	0	14	0	0	0	0	0
"136780"	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"368027"	0	0	0	70	34	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	86	0	1	0	0	0
"106480"	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"296956"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"319724"	0	0	0	10	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"254133"	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
"70379"	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	8	0	0	0	0	0	0	0	0	0	0
"65695"	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"534516"	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0
"206278"	4792	2918	1939	30	35	30	2	0	0	5	0	2	1	0	0	6	17	6	2	15	0	0	5	0	2	20
"218985"	72	168	118	174	14	0	0	0	0	2	0	0	0	0	4	0	0	3	0	0	335	1	1	0	0	0
"240228"	0	0	0	68	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"261663"	1	3	4	29	179	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	23	0	0	0	0	0
"513763"	199	2230	2110	0	0	2	2	0	0	3	1	0	2	1	0	1	10	0	1	10	0	0	0	0	0	0
"533078"	9	7	9	16	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"509572"	12	58	50	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	1	6	0	0
"521924"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"536982"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"278709"	13	86	91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	6	111	43	0	0
"304270"	0	0	0	95	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"262115"	0	0	0	20	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	219	0	0	0	0	0
"68350"	0	0	0	0	0	0	0	0	3	0	0	3	0	0	5	2	0	0	0	0	0	0	0	0	0	0
"112263"	5	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"215890"	2	0	0	0	1	0	1	1	8	1	22	86	0	3601	7	1	0	0	0	0	0	0	0	1	9	1
"157625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0
"560842"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"591496"	35	230	190	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	7	9	0	0
"167215"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"185339"	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"570930"	0	0	0	0	0	0	0	0	0	1	28	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
"289855"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"313089"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"50120"	0	0	4	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"578409"	30	46	68	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"69664"	0	0	0	0	0	0	0	0	0	0	2	0	1	291	0	1	0	0	0	0	0	0	0	0	1	0
"109792"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"526490"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"510817"	0	0	0	0	0	1	0	0	0	0	87	0	0	1	0	1	0	0	0	0	0	0	0	5	424	10
"538805"	0	0	0	1	20	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0
"334839"	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	7
"273850"	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"16072"	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"183985"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"214380"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"262658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"197095"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"296377"	0	0	0	2	1	2	0	0	0	0	283	0	0	1	1	0	0	1	0	0	0	0	1	4	352	3
"25695"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
"556462"	0	0	0	0	0	0	0	0	0	0	63	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"350731"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"590547"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"322112"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"36624"	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"350732"	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"193230"	0	0	0	0	0	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
"336539"	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"192899"	0	0	0	0	0	0	1	2	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	2	14
"182728"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	33
"535209"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"36647"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"305437"	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
"541602"	0	0	0	0	0	5	2	3	0	0	1	0	0	44	0	0	0	0	0	0	0	0	0	0	2	0
"329313"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"193343"	6	1	2	1	4	1170	700	1030	2	0	4059	43	0	453	4	17	0	1	0	0	2	1	2	88	7845	850
"333279"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"291764"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"192952"	0	0	0	0	0	1	2	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	4
"136044"	3	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	22	471
"276703"	0	0	0	1	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
"237324"	1	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	116	45
"326644"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"228762"	0	0	0	0	0	6	7	5	0	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	3	2
"198528"	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	101	1
"167365"	1	0	0	1	0	20	14	23	0	0	1	0	0	156	13	0	0	0	0	0	1	0	0	0	1	0
"239053"	0	0	0	0	1	0	0	1	0	0	11	0	0	22	0	0	0	0	1	0	0	0	0	1	5	4
"526081"	4	0	0	5	0	348	271	275	2	0	27	0	0	85	4	2	0	0	0	0	0	1	0	1	32	504
"129783"	0	0	0	0	0	8	9	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"198740"	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	6	3
"583500"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"333775"	1	0	0	0	0	46	23	24	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	1
"193576"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"292073"	0	0	0	0	0	3	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"234421"	3	1	1	0	1	286	212	340	0	2	7	0	0	336	0	1	0	0	0	0	0	1	1	6	161	325
"307569"	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15
"292556"	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"345211"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
"189485"	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	14	2075
"514272"	0	0	0	0	0	0	0	1	0	0	12	0	0	15	0	0	0	0	0	0	0	0	0	0	23	3
"277196"	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"184403"	9	1	2	4	4	4422	3444	3573	0	1	77	0	0	62	0	5	0	1	0	1	3	5	0	35	84	13
"295754"	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"291710"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
"298252"	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	5
"346253"	0	0	0	0	0	3	5	8	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0
"212619"	14	8	1	2	2	88	42	67	2	3	636	66	7	4671	7	30	0	4	5	4	2	0	1	142	10680	1361
"527741"	0	0	0	0	0	1	0	0	0	0	16	1	0	42	0	0	0	0	0	0	0	0	0	0	56	31
"171551"	383	31	20	48	189	172	26	51	11	25	13671	25	33	50756	31	190	6	11	29	15	55	2	6	1008	89061	59615
"579000"	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
"563574"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
